speaker,video_fn,video_link
jon,thedailyshow thanks-for-nothing--d--k-trippers part 1-112694bc-51e0-4864-a1db-7fd80479c1d2.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:112694bc-51e0-4864-a1db-7fd80479c1d2
jon,thedailyshow the-lost-channel-of-atlanta part 1-cc238a6a-8604-49b8-b919-95c90d3adf6c.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:cc238a6a-8604-49b8-b919-95c90d3adf6c
jon,thedailyshow democalypse-2014---some-like-it-yacht part 1-a2f4da7b-abce-40ae-8928-6c435e547079.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a2f4da7b-abce-40ae-8928-6c435e547079
jon,thedailyshow true-defective--gm part 1-fb2203f5-b596-48d0-a467-50a09b50e579.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:fb2203f5-b596-48d0-a467-50a09b50e579
jon,thedailyshow the-eric-garner-grand-jury-decision part 1-3a30b27b-12bd-43b8-9996-1711491385dd.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:3a30b27b-12bd-43b8-9996-1711491385dd
jon,thedailyshow empire-of-the-gun---our-own-worst-enemies part 1-f161a348-7749-4aea-87a7-d5907eb7c5c0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:f161a348-7749-4aea-87a7-d5907eb7c5c0
jon,thedailyshow the-exorcist---skype-edition part 1-65820630-48e6-426d-a8dd-42a93c4acb42.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:65820630-48e6-426d-a8dd-42a93c4acb42
jon,thedailyshow barack-and-the-giant-speech part 1-80996304-7491-4bc6-b6d7-22d770bc95b0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:80996304-7491-4bc6-b6d7-22d770bc95b0
jon,thedailyshow wit-happens part 1-e8c749e2-ef4d-49bb-80bb-b9d3702110fa.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e8c749e2-ef4d-49bb-80bb-b9d3702110fa
jon,thedailyshow germs-of-engagement part 1-b250dc73-bbc9-40c2-94c6-bc9c5ff5f947.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b250dc73-bbc9-40c2-94c6-bc9c5ff5f947
jon,thedailyshow coal-miner-s-water part 1-8a3b2d6b-cc09-4dd8-9fc4-80a0b995e7fb.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:8a3b2d6b-cc09-4dd8-9fc4-80a0b995e7fb
jon,thedailyshow the-zone-rangers part 1-93b34ff8-ba6d-4b76-9cb1-1d95fcfeb7bf.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:93b34ff8-ba6d-4b76-9cb1-1d95fcfeb7bf
jon,thedailyshow american-border-story part 1-1971ae80-ace8-4a77-994b-870f886e14d2.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:1971ae80-ace8-4a77-994b-870f886e14d2
jon,thedailyshow blue-s-spews part 1-24fbf97c-8152-48dc-9f8d-0f042cb62dd7.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:24fbf97c-8152-48dc-9f8d-0f042cb62dd7
jon,thedailyshow indecision-2013---hey--i-m-votin--here-edition---anthony-weiner-s-concession part 1-b9304a9d-22db-4a71-b991-8854e4e41d9b.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b9304a9d-22db-4a71-b991-8854e4e41d9b
jon,thedailyshow june-11--2015---mark-ruffalo part 1-61dda939-b33f-4852-8427-781ccfc4a4f4.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:61dda939-b33f-4852-8427-781ccfc4a4f4
jon,thedailyshow on-topic---cable-news---fox-news part 1-a51ac7ee-3af4-4d00-8039-b9b3f70c0bf7.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a51ac7ee-3af4-4d00-8039-b9b3f70c0bf7
jon,thedailyshow under-miner part 1-98d7c062-1006-4fa8-9219-8dbb52277027.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:98d7c062-1006-4fa8-9219-8dbb52277027
jon,thedailyshow june-3--2015---melissa-mccarthy part 1-8f804e5f-f39e-413b-811c-1ea1e2ca3905.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:8f804e5f-f39e-413b-811c-1ea1e2ca3905
jon,thedailyshow meth-labs-of-democracy---don-t-mess-with-sexes part 1-92b41e8f-2f18-465d-876a-ded2c802e6ec.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:92b41e8f-2f18-465d-876a-ded2c802e6ec
jon,thedailyshow tuesdays-with-mourning part 1-61527a3b-0002-4f16-a0ea-54a1944392c1.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:61527a3b-0002-4f16-a0ea-54a1944392c1
jon,thedailyshow doctor-when-redux part 1-22950f44-4a41-47b4-931d-52120cb96c80.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:22950f44-4a41-47b4-931d-52120cb96c80
jon,thedailyshow she-got-blame part 1-75532485-ce02-4729-9f18-9347f97c1e03.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:75532485-ce02-4729-9f18-9347f97c1e03
jon,thedailyshow we-can-t-breathe part 1-f0572731-237b-4d90-a9f0-b29826c4f332.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:f0572731-237b-4d90-a9f0-b29826c4f332
jon,thedailyshow the-amazing-raise---stuart-varney-vs--pope-francis part 1-c0b701b5-9a2d-4363-b8e5-1fdb450ddd6c.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:c0b701b5-9a2d-4363-b8e5-1fdb450ddd6c
jon,thedailyshow immoral-kombat part 1-7fc59263-e815-4bad-b15b-5537ca90f4a8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:7fc59263-e815-4bad-b15b-5537ca90f4a8
jon,thedailyshow back-to-the-torture part 1-6e823139-6575-4fc1-9fe3-a087f756f007.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:6e823139-6575-4fc1-9fe3-a087f756f007
jon,thedailyshow there-goes-the-boom part 1-5dd6cac8-a27d-47b1-a145-25e3e4e6e163.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5dd6cac8-a27d-47b1-a145-25e3e4e6e163
jon,thedailyshow blackstone---codere part 1-90185dbb-996b-43b6-88e0-f6c0bca59534.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:90185dbb-996b-43b6-88e0-f6c0bca59534
jon,thedailyshow moment-of-zen---sid-caesar-tribute part 1-2fe57b85-91a7-467c-83e0-7c552cb6a4b9.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:2fe57b85-91a7-467c-83e0-7c552cb6a4b9
jon,thedailyshow guardian-of-the-amnesty part 1-5d0e7e69-3fa6-4f54-a6a9-ead072cc8981.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5d0e7e69-3fa6-4f54-a6a9-ead072cc8981
jon,thedailyshow may-6--2015---ernest-moniz part 1-ae93dda4-9168-4c7d-ba54-9fd8ae54369b.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ae93dda4-9168-4c7d-ba54-9fd8ae54369b
jon,thedailyshow unclear-and-present-danger part 1-c760d3ee-e2d9-46b7-bca1-144276f674a9.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:c760d3ee-e2d9-46b7-bca1-144276f674a9
jon,thedailyshow may-5--2015---willie-nelson part 2-a5278c68-78b7-4c89-8fc2-413b00aabe23.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a5278c68-78b7-4c89-8fc2-413b00aabe23
jon,thedailyshow gunny-delight part 1-a50d94e0-4358-45a1-a557-e06db5cdfac8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a50d94e0-4358-45a1-a557-e06db5cdfac8
jon,thedailyshow tusky-business part 1-b4804cea-43b3-4a46-8268-caa577741d30.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b4804cea-43b3-4a46-8268-caa577741d30
jon,thedailyshow may-7--2015---mumford---sons part 2-b5901888-222e-4145-bd97-a0a429df3be2.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b5901888-222e-4145-bd97-a0a429df3be2
jon,thedailyshow screentastic-mr--fox part 1-52e4da37-31af-4d27-83ba-0b33b75b4fb7.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:52e4da37-31af-4d27-83ba-0b33b75b4fb7
jon,thedailyshow moment-of-zen---wall-street-rebounds part 1-949ebcf7-4fba-4add-8f7e-3c6798fcdb00.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:949ebcf7-4fba-4add-8f7e-3c6798fcdb00
jon,thedailyshow hillary-s-democratic-opponent---dirty-donating part 1-2abc6cf8-832e-4378-99cb-9a33c800db0c.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:2abc6cf8-832e-4378-99cb-9a33c800db0c
jon,thedailyshow putin-on-the-hits part 1-2b36dd89-f0a4-4e0c-8458-0f08800a3266.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:2b36dd89-f0a4-4e0c-8458-0f08800a3266
jon,thedailyshow kings-of-the-hill part 1-b37f9d5e-581a-4702-a576-73975e5543c8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b37f9d5e-581a-4702-a576-73975e5543c8
jon,thedailyshow back-in-crack part 1-48f2baa5-792b-4361-8d60-20d6617f0f0f.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:48f2baa5-792b-4361-8d60-20d6617f0f0f
jon,thedailyshow may-27--2015---rosabeth-moss-kanter part 2-aba39e3f-f159-43da-8763-043ddd3fe0a3.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:aba39e3f-f159-43da-8763-043ddd3fe0a3
jon,thedailyshow may-5--2015---willie-nelson part 1-ba47cf66-3236-44e7-96ea-c9a41191c8ba.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ba47cf66-3236-44e7-96ea-c9a41191c8ba
jon,thedailyshow april-28--2015---george-stephanopoulos part 1-984a62ed-7135-498d-b8c0-5bbe7a2688b2.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:984a62ed-7135-498d-b8c0-5bbe7a2688b2
jon,thedailyshow dirty-rodham-scandal part 1-9d531d89-2756-49b6-901d-d6fe17ebd6b0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:9d531d89-2756-49b6-901d-d6fe17ebd6b0
jon,thedailyshow appetite-for-distraction---the-hawking-oppenheimer-distraction-loop part 1-9e23251f-6214-4726-8426-40681e68e847.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:9e23251f-6214-4726-8426-40681e68e847
jon,thedailyshow democalypse-2014---come-on--republicans--just-go-ahead---take-over-already- part 1-f8e2a732-37dc-45cc-99ee-20ef424ea288.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:f8e2a732-37dc-45cc-99ee-20ef424ea288
jon,thedailyshow donors-unchained part 1-af29d7cf-4bf2-4b59-b370-8193a158bf64.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:af29d7cf-4bf2-4b59-b370-8193a158bf64
jon,thedailyshow priorities-usa---too-big-to-jail part 1-5bbc90c7-7d89-4f18-be56-b371416012c9.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5bbc90c7-7d89-4f18-be56-b371416012c9
jon,thedailyshow cuccinelli-vs--mcauliffe part 1-4ba98471-436e-4025-a668-95555060e161.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:4ba98471-436e-4025-a668-95555060e161
jon,thedailyshow crimson-lied part 1-23415eee-c638-423b-9175-3509bcaeae21.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:23415eee-c638-423b-9175-3509bcaeae21
jon,thedailyshow the-inexcusables part 1-6198abf2-e35e-4a6e-8782-37dee9380512.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:6198abf2-e35e-4a6e-8782-37dee9380512
jon,thedailyshow june-4--2015---steve-buscemi part 1-01ecb386-eb08-4026-bfd9-dc62ba645f3f.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:01ecb386-eb08-4026-bfd9-dc62ba645f3f
jon,thedailyshow the-fault-in-his-speech part 1-ab2cead4-41e2-4bc0-9bd0-57a232199f34.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ab2cead4-41e2-4bc0-9bd0-57a232199f34
jon,thedailyshow senate-confirmation-hearings---bigger--longer---uncut part 1-174a0e7e-ed01-11e0-aca6-0026b9414f30.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:174a0e7e-ed01-11e0-aca6-0026b9414f30
jon,thedailyshow let-s-break-a-deal part 1-5c6ac6da-7d5f-4a27-9f26-9c063f461627.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5c6ac6da-7d5f-4a27-9f26-9c063f461627
jon,thedailyshow bieber-by-the-dozen part 1-fbec85f8-8a46-4051-b405-86b8e875c72f.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:fbec85f8-8a46-4051-b405-86b8e875c72f
jon,thedailyshow -turtlebrag---still-war part 1-566cae4a-9c84-4dbb-aca2-0f1584c89e49.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:566cae4a-9c84-4dbb-aca2-0f1584c89e49
jon,thedailyshow the-big-benghazi-theory----if- part 1-3d2fd31f-f26e-44bc-912a-679d26cce26e.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:3d2fd31f-f26e-44bc-912a-679d26cce26e
jon,thedailyshow fifty-shades-of-no-way---obamacare---government-shutdown part 1-dc0a13df-f195-4be9-99c6-dbe58ebf88b0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:dc0a13df-f195-4be9-99c6-dbe58ebf88b0
jon,thedailyshow the-red-tape-diaries---veteran-benefits part 1-27397a86-e19b-42b4-82d0-22bd15214cb4.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:27397a86-e19b-42b4-82d0-22bd15214cb4
jon,thedailyshow usapal part 1-6ceb17bd-ca6c-477c-87bb-b12a9474dc73.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:6ceb17bd-ca6c-477c-87bb-b12a9474dc73
jon,thedailyshow world-war-c part 1-3e2266d3-d3ee-4f64-85ca-0f972ebdd5e7.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:3e2266d3-d3ee-4f64-85ca-0f972ebdd5e7
jon,thedailyshow barack-trek--into-darkness part 1-d17b9817-d661-40d5-a275-b91192137de0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:d17b9817-d661-40d5-a275-b91192137de0
jon,thedailyshow war-of-petition part 1-47420e2b-e9c3-4966-848d-a09399c6bab6.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:47420e2b-e9c3-4966-848d-a09399c6bab6
jon,thedailyshow america-s-heroes-return---operation-enduring-wait part 1-af01a032-5664-4b6a-9ebd-5151578d35d5.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:af01a032-5664-4b6a-9ebd-5151578d35d5
jon,thedailyshow june-2--2015---bill-de-blasio part 1-7598165b-f454-47a5-a63e-4b5f86cd3f93.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:7598165b-f454-47a5-a63e-4b5f86cd3f93
jon,thedailyshow charles-and-dave-s-excellent-expenditure---saudi-duty part 1-e5e0cc30-b932-4f57-bf74-f4480457cf3e.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e5e0cc30-b932-4f57-bf74-f4480457cf3e
jon,thedailyshow moment-of-zen---jon-s-announcement part 1-2595200c-c1a0-4549-9c18-bf98644bac18.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:2595200c-c1a0-4549-9c18-bf98644bac18
jon,thedailyshow guardians-of-the-veracity part 1-2a971873-1cfc-4e22-9176-7fb04635f662.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:2a971873-1cfc-4e22-9176-7fb04635f662
jon,thedailyshow sodomy--zygotes--welfare----state-laws part 1-ac4565af-6b7b-43d4-b25e-fc0ee9a88013.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ac4565af-6b7b-43d4-b25e-fc0ee9a88013
jon,thedailyshow bill-o-reilly--president-obama--and-the-super-bowl-pre-show part 1-2b88d28f-4ab2-4dec-83e9-f767131e3664.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:2b88d28f-4ab2-4dec-83e9-f767131e3664
jon,thedailyshow the-bad-news-mayor part 1-d509805c-8a0e-4884-a065-e5f615d16145.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:d509805c-8a0e-4884-a065-e5f615d16145
jon,thedailyshow good-badfellas part 1-e35e2ec1-fc68-4710-9bc8-1e7156ed0ccc.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e35e2ec1-fc68-4710-9bc8-1e7156ed0ccc
jon,thedailyshow jon-s-job-offer part 1-be0cf053-9530-4fa8-b977-8a5023d64eaa.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:be0cf053-9530-4fa8-b977-8a5023d64eaa
jon,thedailyshow april-8--2015---tavis-smiley part 1-36a85f2f-0722-44d9-ac52-d0bf07aaab15.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:36a85f2f-0722-44d9-ac52-d0bf07aaab15
jon,thedailyshow the-empire-takes-back---it-could-happen-here part 1-e1c23629-c943-49d0-a9aa-16a77b1b12d5.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e1c23629-c943-49d0-a9aa-16a77b1b12d5
jon,thedailyshow win-city part 1-e425f4b7-f447-4d8f-8e27-a09d5b93cb6e.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e425f4b7-f447-4d8f-8e27-a09d5b93cb6e
jon,thedailyshow america-2--now-with-more-freedom part 1-9d3440ff-2ce2-47bf-aa0b-13fdbcec60f0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:9d3440ff-2ce2-47bf-aa0b-13fdbcec60f0
jon,thedailyshow bots-landing part 1-8a29eedf-afec-464c-bf8b-f4c8a95b7232.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:8a29eedf-afec-464c-bf8b-f4c8a95b7232
jon,thedailyshow broken-bad---legislated-evil part 1-42068d4d-720d-414d-90b5-9c3dd0faee76.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:42068d4d-720d-414d-90b5-9c3dd0faee76
jon,thedailyshow the-most-busted-name-in-news part 1-f40eaebd-bb4a-42ed-b889-cf6b6cd870e0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:f40eaebd-bb4a-42ed-b889-cf6b6cd870e0
jon,thedailyshow april-15--2015---billy-crystal part 1-180367c9-b6fe-4c6f-a267-4622d4dd7f0b.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:180367c9-b6fe-4c6f-a267-4622d4dd7f0b
jon,thedailyshow dem-nukem part 1-b38a7a04-8b95-4a3b-af44-4edbed3fb950.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b38a7a04-8b95-4a3b-af44-4edbed3fb950
jon,thedailyshow budge-report part 1-1299620f-0560-42e1-bfd2-ba5505d55800.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:1299620f-0560-42e1-bfd2-ba5505d55800
jon,thedailyshow april-21--2015---jeff-garlin part 2-57a5555e-5fee-4b4d-a94e-44915d6d0913.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:57a5555e-5fee-4b4d-a94e-44915d6d0913
jon,thedailyshow 1600-penned part 1-5ad518a9-10bb-42ef-8538-3905e75a1fc7.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5ad518a9-10bb-42ef-8538-3905e75a1fc7
jon,thedailyshow human-extinction-watch---you-take-it-from-here--apes part 1-79f1e01c-7fdb-4a96-a159-b88b5a10bdd1.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:79f1e01c-7fdb-4a96-a159-b88b5a10bdd1
jon,thedailyshow grand-theft-semi-auto---coming-for-your-guns part 1-b9994a40-9261-4f15-a87b-9ad6dd01aad8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b9994a40-9261-4f15-a87b-9ad6dd01aad8
