,Unnamed: 0.1,speaker,video_fn,interval_id,dataset,start_time,end_time,split_index,notexist
54008,71239,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,97471,train,0:06:35,0:06:45,210,0
54009,71240,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,97543,train,0:02:48,0:02:54,210,0
54010,71241,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,97901,train,0:05:12,0:05:22,210,0
54011,71242,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,97901,train,0:05:22,0:05:32,210,0
54012,71243,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,97901,train,0:05:32,0:05:37,210,0
54013,71244,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98283,train,0:08:01,0:08:04,210,0
54014,71245,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98284,train,0:08:04,0:08:14,210,0
54015,71246,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98284,train,0:08:14,0:08:24,210,0
54016,71247,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98284,train,0:08:24,0:08:34,210,0
54017,71248,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98284,train,0:08:34,0:08:40,210,0
54018,71249,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98741,train,0:03:14,0:03:24,210,0
54019,71250,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98741,train,0:03:24,0:03:29,210,0
54020,71251,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98817,train,0:01:43,0:01:53,210,0
54021,71252,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98817,train,0:01:53,0:01:57,210,0
54022,71253,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98818,train,0:01:57,0:02:07,210,0
54023,71254,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98818,train,0:02:07,0:02:11,210,0
54024,71255,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,98819,train,0:02:11,0:02:20,210,0
54025,71256,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99261,train,0:01:00,0:01:04,210,0
54026,71257,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99262,train,0:01:04,0:01:14,210,0
54027,71258,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99262,train,0:01:14,0:01:20,210,0
54028,71259,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99392,train,0:02:58,0:03:08,210,0
54029,71260,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99392,train,0:03:08,0:03:09,210,0
54030,71261,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99565,train,0:04:43,0:04:53,210,0
54031,71262,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99565,train,0:04:53,0:04:57,210,0
54032,71263,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99966,train,0:09:26,0:09:36,210,0
54033,71264,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,99966,train,0:09:36,0:09:41,210,0
54034,71265,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,100429,train,0:00:24,0:00:34,210,0
54035,71266,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,100430,train,0:00:34,0:00:41,210,0
54036,71267,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,100614,train,0:07:50,0:07:55,210,0
54037,71268,seth,A_Closer_Look_-_The_Trump_Foundation-cyBPoiRNpYY.webm,100615,train,0:07:55,0:07:57,210,0
54038,71269,seth,Adam_Scott_s_Kids_Are_Anti-Trump-OGBop7wzknk.webm,100674,train,0:03:25,0:03:28,210,0
54039,71270,seth,Adam_Scott_s_Kids_Are_Anti-Trump-OGBop7wzknk.webm,100675,train,0:03:28,0:03:32,210,0
54040,71271,seth,Adam_Scott_s_Kids_Are_Anti-Trump-OGBop7wzknk.webm,100677,train,0:03:34,0:03:38,210,0
54041,71396,seth,Amber_Reads_Donald_Trump_s_Black_History_Month_Speech_with_Commentary-elg1BF_hfII.webm,98835,dev,0:00:01,0:00:11,211,0
54042,71397,seth,Amber_Reads_Donald_Trump_s_Black_History_Month_Speech_with_Commentary-elg1BF_hfII.webm,98835,dev,0:00:11,0:00:13,211,0
54043,71398,seth,Amber_Reads_Donald_Trump_s_Black_History_Month_Speech_with_Commentary-elg1BF_hfII.webm,100515,dev,0:03:51,0:03:53,211,0
54044,71399,seth,Amber_Reads_Donald_Trump_s_Black_History_Month_Speech_with_Commentary-elg1BF_hfII.webm,100516,dev,0:03:53,0:03:59,211,0
54045,71401,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97087,train,0:00:01,0:00:11,211,0
54046,71402,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97087,train,0:00:11,0:00:21,211,0
54047,71403,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97087,train,0:00:21,0:00:31,211,0
54048,71404,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97087,train,0:00:31,0:00:32,211,0
54049,71405,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97088,train,0:00:32,0:00:34,211,0
54050,71406,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97197,train,0:01:52,0:01:56,211,0
54051,71407,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97203,train,0:01:59,0:02:00,211,0
54052,71408,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97209,train,0:02:03,0:02:06,211,0
54053,71409,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97215,train,0:02:08,0:02:09,211,0
54054,71410,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97217,train,0:02:10,0:02:12,211,0
54055,71411,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97218,train,0:02:12,0:02:13,211,0
54056,71412,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97225,train,0:02:16,0:02:19,211,0
54057,71413,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97227,train,0:02:20,0:02:21,211,0
54058,71414,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97229,train,0:02:22,0:02:26,211,0
54059,71415,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97241,train,0:02:30,0:02:34,211,0
54060,71416,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97242,train,0:02:34,0:02:42,211,0
54061,71417,seth,An_Interview_with_Donald_Trump_s_Doctor-s3q1TrOr0rA.webm,97243,train,0:02:42,0:02:50,211,0
54062,71418,seth,Anderson_Cooper_-_Donald_Trump_Defies_All_the_Laws_of_Politics_-_Late_Night_with_Seth_Meyers-iVcwziaj1wg.mkv,96246,test,0:01:15,0:01:21,211,0
54063,71419,seth,Anderson_Cooper_-_Donald_Trump_Defies_All_the_Laws_of_Politics_-_Late_Night_with_Seth_Meyers-iVcwziaj1wg.mkv,96250,test,0:01:21,0:01:23,211,0
54064,71420,seth,Anderson_Cooper_-_Donald_Trump_Defies_All_the_Laws_of_Politics_-_Late_Night_with_Seth_Meyers-iVcwziaj1wg.mkv,96251,test,0:01:24,0:01:29,211,0
54065,71421,seth,Anderson_Cooper_-_Donald_Trump_Defies_All_the_Laws_of_Politics_-_Late_Night_with_Seth_Meyers-iVcwziaj1wg.mkv,98739,test,0:04:37,0:04:44,211,0
54066,71422,seth,Anderson_Cooper_-_Donald_Trump_Defies_All_the_Laws_of_Politics_-_Late_Night_with_Seth_Meyers-iVcwziaj1wg.mkv,99290,test,0:04:49,0:04:59,211,0
54067,71423,seth,Anderson_Cooper_-_Donald_Trump_Defies_All_the_Laws_of_Politics_-_Late_Night_with_Seth_Meyers-iVcwziaj1wg.mkv,99290,test,0:04:59,0:05:05,211,0
54068,71424,seth,Anderson_Cooper_and_Seth_on_Making_an_Enemy_of_Donald_Trump_-_Late_Night_with_Seth_Meyers-h2wiHz-GGj0.webm,98469,dev,0:02:12,0:02:22,211,0
54069,71425,seth,Anderson_Cooper_and_Seth_on_Making_an_Enemy_of_Donald_Trump_-_Late_Night_with_Seth_Meyers-h2wiHz-GGj0.webm,98469,dev,0:02:22,0:02:27,211,0
54070,71426,seth,Anthony_Anderson_-_Donald_Trump_Cheats_at_Golf_-_Late_Night_with_Seth_Meyers-KAR9QkES6wQ.webm,99610,train,0:03:11,0:03:21,211,0
54071,71427,seth,Anthony_Anderson_-_Donald_Trump_Cheats_at_Golf_-_Late_Night_with_Seth_Meyers-KAR9QkES6wQ.webm,99610,train,0:03:21,0:03:26,211,0
54072,71456,seth,Artie_Lange_Went_Golfing_with_Donald_Trump_and_Eli_Manning-660czq0iHPo.webm,99059,train,0:03:46,0:03:48,211,0
54073,71457,seth,Artie_Lange_Went_Golfing_with_Donald_Trump_and_Eli_Manning-660czq0iHPo.webm,99061,train,0:03:49,0:03:54,211,0
54074,71556,seth,Bob_Odenkirk_Thinks_Saul_Goodman_Would_Represent_Donald_Trump-xj_EEZY9j0c.webm,99794,train,0:04:35,0:04:39,211,0
54075,71557,seth,Bob_Odenkirk_Thinks_Saul_Goodman_Would_Represent_Donald_Trump-xj_EEZY9j0c.webm,100397,train,0:00:55,0:01:04,211,0
54076,71570,seth,Bret_Baier_on_Donald_Trump_s_Media_Relationship_and_Twitter_Distractions-jfSkMDrVLI8.webm,97593,train,0:01:23,0:01:31,211,0
54077,71571,seth,Bret_Baier_on_Donald_Trump_s_Media_Relationship_and_Twitter_Distractions-jfSkMDrVLI8.webm,97804,train,0:02:29,0:02:35,211,0
54078,71572,seth,Bret_Baier_on_Donald_Trump_s_Media_Relationship_and_Twitter_Distractions-jfSkMDrVLI8.webm,100401,train,0:01:08,0:01:15,211,0
54079,71573,seth,Bret_Baier_on_Donald_Trump_s_Media_Relationship_and_Twitter_Distractions-jfSkMDrVLI8.webm,100494,train,0:03:52,0:03:55,211,0
54080,71574,seth,Bret_Baier_on_Donald_Trump_s_Media_Relationship_and_Twitter_Distractions-jfSkMDrVLI8.webm,100497,train,0:04:00,0:04:04,211,0
54081,71575,seth,Brian_Knappenberger_on_the_Silver_Lining_for_Press_in_the_Trump_Era-B8XMbJtSG7w.mkv,99732,train,0:00:01,0:00:03,211,0
54082,71576,seth,Brian_Knappenberger_on_the_Silver_Lining_for_Press_in_the_Trump_Era-B8XMbJtSG7w.mkv,99733,train,0:00:03,0:00:13,211,0
54083,71577,seth,Brian_Knappenberger_on_the_Silver_Lining_for_Press_in_the_Trump_Era-B8XMbJtSG7w.mkv,99733,train,0:00:13,0:00:23,211,0
54084,71578,seth,Brian_Knappenberger_on_the_Silver_Lining_for_Press_in_the_Trump_Era-B8XMbJtSG7w.mkv,99733,train,0:00:23,0:00:26,211,0
54085,71579,seth,Brian_Knappenberger_on_the_Silver_Lining_for_Press_in_the_Trump_Era-B8XMbJtSG7w.mkv,99735,train,0:00:26,0:00:34,211,0
54086,71581,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,96516,train,0:01:47,0:01:57,211,0
54087,71582,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,96516,train,0:01:57,0:02:01,211,0
54088,71583,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,96517,train,0:02:02,0:02:09,211,0
54089,71584,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97398,train,0:04:32,0:04:42,211,0
54090,71585,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97398,train,0:04:42,0:04:52,211,0
54091,71586,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97398,train,0:04:52,0:04:58,211,0
54092,71587,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97399,train,0:04:58,0:05:08,211,0
54093,71588,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97399,train,0:05:08,0:05:10,211,0
54094,71589,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97558,train,0:02:30,0:02:40,211,0
54095,71590,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97558,train,0:02:40,0:02:50,211,0
54096,71591,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97558,train,0:02:50,0:02:54,211,0
54097,71592,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97643,train,0:07:32,0:07:42,211,0
54098,71593,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97644,train,0:07:42,0:07:44,211,0
54099,71594,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97647,train,0:07:46,0:07:54,211,0
54100,71595,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97648,train,0:07:54,0:08:00,211,0
54101,71596,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97704,train,0:08:17,0:08:27,211,0
54102,71597,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97704,train,0:08:27,0:08:37,211,0
54103,71598,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97704,train,0:08:37,0:08:41,211,0
54104,71599,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97902,train,0:06:40,0:06:50,211,0
54105,71600,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97902,train,0:06:50,0:07:00,211,0
54106,71601,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,97902,train,0:07:00,0:07:02,211,0
54107,71602,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98288,train,0:06:03,0:06:13,211,0
54108,71603,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98288,train,0:06:13,0:06:17,211,0
54109,71604,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98293,train,0:06:18,0:06:22,211,0
54110,71605,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98457,train,0:07:21,0:07:29,211,0
54111,71606,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98691,train,0:05:20,0:05:30,211,0
54112,71607,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98691,train,0:05:30,0:05:39,211,0
54113,71608,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98866,train,0:01:24,0:01:32,211,0
54114,71609,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98931,train,0:00:18,0:00:28,211,0
54115,71610,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98931,train,0:00:28,0:00:35,211,0
54116,71611,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98988,train,0:00:50,0:01:00,211,0
54117,71612,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98988,train,0:01:00,0:01:10,211,0
54118,71613,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,98988,train,0:01:10,0:01:20,211,0
54119,71614,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,99199,train,0:03:42,0:03:52,211,0
54120,71615,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,99199,train,0:03:52,0:04:02,211,0
54121,71616,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,99199,train,0:04:02,0:04:10,211,0
54122,71617,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,99334,train,0:08:55,0:08:59,211,0
54123,71618,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,99339,train,0:00:02,0:00:12,211,0
54124,71619,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,99339,train,0:00:12,0:00:13,211,0
54125,71620,seth,Can_We_Believe_Anything_Trump_Says_-_A_Closer_Look-5rYDD_cA0uM.webm,100713,train,0:03:02,0:03:12,211,0
54126,71671,seth,Chicago_President_Update-9vjbycMwF8o.webm,96875,test,0:00:32,0:00:37,211,0
54127,71672,seth,Chicago_President_Update-9vjbycMwF8o.webm,96891,test,0:00:46,0:00:47,211,0
54128,71673,seth,Chicago_President_Update-9vjbycMwF8o.webm,96892,test,0:00:47,0:00:48,211,0
54129,71674,seth,Chicago_President_Update-9vjbycMwF8o.webm,96894,test,0:00:49,0:00:56,211,0
54130,71675,seth,Chicago_President_Update-9vjbycMwF8o.webm,96895,test,0:00:56,0:00:59,211,0
54131,71676,seth,Chicago_President_Update-9vjbycMwF8o.webm,96908,test,0:01:05,0:01:07,211,0
54132,71677,seth,Chicago_President_Update-9vjbycMwF8o.webm,97375,test,0:02:15,0:02:19,211,0
54133,71678,seth,Chicago_President_Update-9vjbycMwF8o.webm,97712,test,0:03:02,0:03:12,211,0
54134,71679,seth,Chicago_President_Update-9vjbycMwF8o.webm,97712,test,0:03:12,0:03:18,211,0
54135,71680,seth,Chicago_President_Update-9vjbycMwF8o.webm,98264,test,0:01:43,0:01:46,211,0
54136,71681,seth,Chicago_President_Update-9vjbycMwF8o.webm,98266,test,0:01:47,0:01:49,211,0
54137,71682,seth,Chicago_President_Update-9vjbycMwF8o.webm,98731,test,0:01:20,0:01:24,211,0
54138,71711,seth,Chris_Hayes_Dissects_What_Really_Drives_Anti-Immigration_Politics-8C25mXa6s5Y.mkv,99928,train,0:01:59,0:02:04,212,0
54139,71712,seth,Chris_Hayes_Explains_Why_It_s_Important_to_Yell_at_Public_Officials-GZ1tmMHXAAA.webm,98542,train,0:00:01,0:00:11,212,0
54140,71713,seth,Chris_Hayes_Explains_Why_It_s_Important_to_Yell_at_Public_Officials-GZ1tmMHXAAA.webm,98542,train,0:00:11,0:00:13,212,0
54141,71714,seth,Chris_Hayes_Explains_Why_It_s_Important_to_Yell_at_Public_Officials-GZ1tmMHXAAA.webm,100015,train,0:02:52,0:03:01,212,0
54142,71715,seth,Chris_Hayes_Explains_Why_It_s_Important_to_Yell_at_Public_Officials-GZ1tmMHXAAA.webm,100482,train,0:01:00,0:01:08,212,0
54143,71716,seth,Chris_Hayes_Explains_Why_It_s_Important_to_Yell_at_Public_Officials-GZ1tmMHXAAA.webm,100757,train,0:06:01,0:06:03,212,0
54144,71717,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,97638,train,0:02:03,0:02:06,212,0
54145,71718,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,97639,train,0:02:06,0:02:10,212,0
54146,71719,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,97640,train,0:02:10,0:02:14,212,0
54147,71720,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,98237,train,0:06:44,0:06:45,212,0
54148,71721,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,98238,train,0:06:46,0:06:48,212,0
54149,71722,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,98239,train,0:06:48,0:06:50,212,0
54150,71723,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,98683,train,0:03:25,0:03:35,212,0
54151,71724,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,98683,train,0:03:35,0:03:45,212,0
54152,71725,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,98683,train,0:03:45,0:03:50,212,0
54153,71726,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,100125,train,0:01:51,0:01:56,212,0
54154,71727,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,100126,train,0:01:56,0:02:00,212,0
54155,71728,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,100823,train,0:03:02,0:03:11,212,0
54156,71729,seth,Chris_Hayes_Talks_About_Trump_s_Surreal_Fox_Friends_Interview-8Vfora4WyPY.webm,100824,train,0:03:11,0:03:14,212,0
54157,71730,seth,Chris_Hayes_on_Donald_Trump_s_Threat_to_President_Obama_s_Legacy-BhjVKVsSluc.webm,99976,train,0:03:48,0:03:57,212,0
54158,71731,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96277,test,0:07:28,0:07:38,212,0
54159,71732,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96277,test,0:07:38,0:07:48,212,0
54160,71733,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96277,test,0:07:48,0:07:51,212,0
54161,71734,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96282,test,0:07:53,0:08:01,212,0
54162,71735,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96489,test,0:00:20,0:00:30,212,0
54163,71736,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96489,test,0:00:30,0:00:40,212,0
54164,71737,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96489,test,0:00:40,0:00:46,212,0
54165,71738,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96996,test,0:03:38,0:03:40,212,0
54166,71739,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96997,test,0:03:40,0:03:50,212,0
54167,71740,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96997,test,0:03:50,0:04:00,212,0
54168,71741,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,96997,test,0:04:00,0:04:03,212,0
54169,71742,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97605,test,0:01:25,0:01:35,212,0
54170,71743,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97606,test,0:01:35,0:01:43,212,0
54171,71744,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97670,test,0:04:25,0:04:35,212,0
54172,71745,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97670,test,0:04:35,0:04:45,212,0
54173,71746,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97670,test,0:04:45,0:04:53,212,0
54174,71747,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97671,test,0:04:54,0:04:55,212,0
54175,71748,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97673,test,0:04:56,0:05:06,212,0
54176,71749,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97673,test,0:05:06,0:05:09,212,0
54177,71750,seth,Comey_Hearing_Adds_to_Chaos_of_Trump_Presidency_-_A_Closer_Look-hQbanqJT4Uc.webm,97855,test,0:06:31,0:06:41,212,0
